img,movie_name,year,genre,Overview,Director,Actor1,Actor2,Actor3,Actor4
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Silsila,-1981,"Drama, Family, Romance","SILSILA is a love story, thwarted by society's demands, which reappears as adultery but can it survive in the face of society?",Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Jaya Bachchan,Rekha
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Shaan,-1980,"Action, Adventure, Crime",Two brothers go after the international mafia kingpin who murdered their cop brother. They are later joined by another man who wants revenge against the gangster.,Ramesh Sippy,Sunil Dutt,Shashi Kapoor,Amitabh Bachchan,Shatrughan Sinha
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,When One Falls in Love,-1998,"Comedy, Drama, Romance","A Playboy's past catches up with him, when he wants to get married",Deepak Sareen,Salman Khan,Twinkle Khanna,Johnny Lever,Farida Jalal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Cargo,(I) (2019),"Drama, Fantasy, Sci-Fi","A young female astronaut, who joins a reclusive astronaut aboard a spaceship, struggles with her job as she interacts with mysterious Cargos that appear on the ship.",Arati Kadav,Vikrant Massey,Shweta Tripathi,Nandu Madhav,Konkona Sen Sharma
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jaanwar,-1999,"Action, Crime, Drama","A ruthless criminal mends his criminal ways after he meets an abandoned child and takes utmost care of him. However, the shadows of the past continues to haunt him.",Suneel Darshan,Akshay Kumar,Karisma Kapoor,Shilpa Shetty Kundra,Mohnish Bahl
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Long Live Brij Mohan,-2017,"Comedy, Crime, Drama","A man fakes his own death. Unfortunately for him, starting a new life with a new identity will only bring him more problems.",Nikhil Bhat,Arjun Mathur,Nidhi Singh,Sheetal Thakur,Manav Vij
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kalyug,-2005,"Action, Crime, Drama","A newly married couple is caught on camera during their honeymoon. When the wife commits suicide after the video is released on internet, the husband sets out to seek revenge.",Mohit Suri,Kunal Khemu,Deepal Shaw,Smiley Suri,Atul Parchure
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,404: Error Not Found,-2011,"Drama, Mystery, Thriller",A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,Prawaal Raman,Rajvvir Aroraa,Imaaduddin Shah,Nishikant Kamat,Ruchir Raj
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,The Warrior,-2001,"Adventure, Drama","In feudal India, a warrior (Khan) who renounces his role as the longitme enforcer to a local lord becomes the prey in a murderous hunt through the Himalayan mountains.",Asif Kapadia,Irrfan Khan,Puru Chibber,Aino Annuddin,Manoj Mishra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Virasat,-1997,"Drama, Family, Musical","After completing his studies in London, England, Shakti Thakur returns home to India in a small town where his family resides. Accompanying him is his leggy girlfriend, Anita, who he is in ...                 »",Priyadarshan,Anil Kapoor,Tabu,Pooja Batra,Milind Gunaji
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Lajja,-2001,"Action, Crime, Drama",The lives of four women from different places are the victims of male chauvinism and marital abuse. They decide to fight for their rights and dignity against the social norms and injustice.,Rajkumar Santoshi,Manisha Koirala,Jackie Shroff,Madhuri Dixit,Ajay Devgn
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Soni,-2018,"Crime, Drama","While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives.",Ivan Ayr,Geetika Vidya Ohlyan,Saloni Batra,Vikas Shukla,Mohit Chauhan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Trimurti: Bond of Three,-1995,"Action, Drama","After being framed, a policewoman languishing in prison hopes that her three sons will deliver justice and restore her honor.",Mukul Anand,Jackie Shroff,Anil Kapoor,Shah Rukh Khan,Priya Tendulkar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tribhanga,-2021,"Drama, Family",The lives of three women spanning the late 1980s to present day and underscores the value of family in everyday life.,Renuka Shahane,Kajol,Tanvi Azmi,Mithila Palkar,Kunaal Roy Kapur
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,One Two Three,-2008,"Comedy, Crime","Three strangers with the same name, Laxminarayan, travel to Pondi with their tasks. Chaos ensues when they are mistaken for each other as they stay in the same hotel.",Ashwani Dhir,Tusshar Kapoor,Sunil Shetty,Paresh Rawal,Esha Deol
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Luck,(I) (2009),"Action, Adventure, Drama","An underworld kingpin recruits people endowed with 'Luck' from across the globe to take part in a series of challenges designed to test their 'Luck' factor, as gamblers around the world bet on them.",Soham Shah,Mithun Chakraborty,Sanjay Dutt,Imran Khan,Ravi Kishan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Inkaar,-2013,"Drama, Romance, Thriller","At a leading ad agency, the battle for the top job between Rahul Verma, the advertising CEO, and Maya Luthra, his ambitious protégée, takes an ugly turn when Maya files a sexual harassment complaint against Rahul.",Sudhir Mishra,Arjun Rampal,Chitrangda Singh,Vipin Sharma,Mithun Rodwittiya
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Deewana Mastana,-1997,"Comedy, Romance",Chaos ensues when a small time crook and a mental patient tries to win heart of a beautiful woman with comical outcomes.,David Dhawan,Anil Kapoor,Govinda,Juhi Chawla,Johnny Lever
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sulemani Keeda,-2014,"Comedy, Romance","This is a Bromantic Comedy about two struggling writers who peddle their mediocre screenplay, ""Sulemani Keeda"" in Bollywood. Perenially hungry and horny, they lie, drink, hit on ...                 »",Amit Masurkar,Naveen Kasturia,Mayank Tewari,Aditi Vasudev,Karan Mirchandani
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ragini MMS,-2011,"Drama, Horror, Mystery","Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity.",Pawan Kripalani,Kainaz Motivala,Rajkummar Rao,Rajat Kaul,Janice
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dulha Mil Gaya,-2010,"Comedy, Drama, Romance",A man marries so he can inherit his father's wealth.,Mudassar Aziz,Sushmita Sen,Fardeen Khan,Ishita Sharma,Shah Rukh Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chandni Bar,-2001,"Crime, Drama","A displaced woman is forced to become a beer-bar dancer, and sire children of a gangster.",Madhur Bhandarkar,Tabu,Atul Kulkarni,Rajpal Yadav,Shri Vallabh Vyas
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jalebi,-2018,"Drama, Romance",A woman boards an overnight train and gets placed in a compartment with her former lover and his wife.,Pushpdeep Bhardwaj,Rhea Chakraborty,Varun Mitra,Digangana Suryavanshi,Arya Poorti
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Traffic,(I) (2016),"Adventure, Drama, Thriller",An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai,Rajesh Pillai,Manoj Bajpayee,Jimmy Sheirgill,Divya Dutta,Prasenjit Chatterjee
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rann,-2010,"Drama, Mystery, Thriller",The revered chief of a news agency tries to maintain journalistic integrity as his bureau and a rival agency vie for viewers following a terrorist attack.,Ram Gopal Varma,Amitabh Bachchan,Riteish Deshmukh,Gul Panag,Paresh Rawal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Fida,-2004,"Action, Crime, Drama","A young man is hellbent to destroy his arch enemy and his lover, who destroyed his life.",Ken Ghosh,Kareena Kapoor,Fardeen Khan,Shahid Kapoor,Kim Sharma
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dosti: Friends Forever,-2005,"Drama, Romance","Karan Thapar, a wealthy young man, is saved by Raj Malhotra, a poor guy, from a near-death accident, which gives rise to their unending tale of friendship and brotherhood.",Suneel Darshan,Akshay Kumar,Bobby Deol,Kareena Kapoor,Lara Dutta
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jai Gangaajal,-2016,"Crime, Drama",A newly appointed Senior Inspector finds herself against very powerful goons and having people from her own department against her.,Prakash Jha,Priyanka Chopra Jonas,Prakash Jha,Manav Kaul,Ninad Kamat
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Yeh Hai Jalwa,-2002,"Comedy, Drama, Romance","Raj Saxena (Salman Khan) goes to London, expecting his long lost Dad (Rishi Kapoor) to warmly greet him. But things do not go as planned.",David Dhawan,Rishi Kapoor,Salman Khan,Ameesha Patel,Rati Agnihotri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Why Cheat India,-2019,"Crime, Drama","The movie focuses on existing malpractices in country's education system, the whole concept of buying your way through education, jobs and earnings. Even with an evolving education system, ...                 »",Soumik Sen,Emraan Hashmi,Shreya Dhanwanthary,Snighdadeep Chatterji,Shubham Somu Srivastava
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,U Me Aur Hum,-2008,"Drama, Romance","Ajay's life turns upside down when he learns that his wife Piya has Alzheimer and he has no option, but to leave his wife in a mental hospital.",Ajay Devgn,Ajay Devgn,Kajol,Sumeet Raghvan,Divya Dutta
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Running Shaadi,-2017,"Comedy, Romance","Two friends, Ram Bharose and tech genius Cyberjeet, create a website that helps lovers to elope. The site is an instant hit; young couples line up for the opportunity to escape strict families and run away with the ones they love.",Amit Roy,Arsh Bajwa,Taapsee Pannu,Richa Meena,Amit Sadh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,The Legend of Drona,-2008,"Action, Adventure, Fantasy","A young man learns he is the latest in line of a dynasty of ancestral warriors dedicated to guarding a mystic source of cosmic energy, and the time has come for him to take the role.",Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan,Jaya Bachchan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Commando 3,-2019,"Action, Adventure, Thriller",Karan goes to London to stop a terrorist attack on India.,Aditya Datt,Vidyut Jammwal,Adah Sharma,Gulshan Devaiah,Angira Dhar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Loev,-2015,"Drama, Romance","A weekend trip between friends takes a sudden turn, making them each question what love is and what it means to them.",Sudhanshu Saria,Dhruv Ganesh,Siddharth Menon,Shiv Panditt,Dixit
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Welcome Home,(VI) (2020),"Crime, Drama, Horror","A census report leads two female government teachers to an isolated house, in which resides a family with twisted secrets they never imagined to recover.",Pushkar Mahabal,Kashmira Irani,Swarda Thigle,Shashi Bhushan,Boloram Das
"https://m.media-amazon.com/images/M/MV5BODNkZDVmM2EtNzg2Yi00YmEyLWExMmYtNDc5ZDZkYzU3ZTk1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Murder 3,-2013,"Drama, Mystery, Thriller","A hot-shot fashion and wildlife photographer Vikram gets into a relationship with Nisha. She moves in with him in his palatial house outside of the city. The old world house, made decades ...                 »",Vishesh Bhatt,Randeep Hooda,Aditi Rao Hydari,Sara Loren,Rajesh Shringarpure
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Namak Halaal,-1982,"Action, Comedy, Drama","Brought up by his grandfather, Arjun Singh moves to the city in search of a new job and life. While in the city he meets Bhairon who helps him find a job as a singer in a 5-star hotel owned by Raja.",Prakash Mehra,Waheeda Rehman,Shashi Kapoor,Amitabh Bachchan,Smita Patil
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Honeymoon Travels Pvt. Ltd.,-2007,"Comedy, Drama, Romance","Six newly-married, diverse, honeymooning couples face marital bliss and discord, finding out more about themselves, their significant others and life in this happy-go-lucky, quirky drama.",Reema Kagti,Abhay Deol,Minissha Lamba,Boman Irani,Shabana Azmi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Zanjeer,-2013,"Action, Crime, Drama",ACP Vijay Khanna is transferred to Mumbai where he will have do deal with the oil mafia led by Rudra Pratap Teja.,Apoorva Lakhia,Ram Charan,Priyanka Chopra Jonas,Sanjay Dutt,Prakash Raj
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dhan Dhana Dhan Goal,-2007,"Drama, Sport","Jaidev and Kavita Bhasin live a middle-classed lifestyle in Southall, England, along with their son, Sunny. During the mid-80s Jaidev was a huge fan of the all-Asian Southall Football Club,...                 »",Vivek Agnihotri,John Abraham,Arshad Warsi,Bipasha Basu,Boman Irani
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ram Lakhan,-1989,"Action, Comedy, Drama","Ram Lakhan is the story of two brothers who part ways due to their ideological differences, but how they come to each other's rescue as the story unfolds.",Subhash Ghai,Rakhee Gulzar,Jackie Shroff,Anil Kapoor,Dimple Kapadia
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hero,(V) (2015),"Action, Drama, Musical","A boy and a girl find themselves stuck in a whirlpool of such intense love that they would do anything, go to any extent and face all odds for the one they love.",Nikkhil Advani,Sooraj Pancholi,Athiya Shetty,Tigmanshu Dhulia,Aditya Pancholi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Great Grand Masti,-2016,"Comedy, Drama, Fantasy","Amar, Meet and Prem go into a small town where they encounter a 'femme fatale' in the form of Ragini. Ragini is everything they had dreamed of, but she slowly turns into their worst nightmare!",Indra Kumar,Urvashi Rautela,Riteish Deshmukh,Vivek Oberoi,Aftab Shivdasani
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Thoda Pyaar Thoda Magic,-2008,"Comedy, Drama, Family","An angel, a man and 4 orphans come together to bring you a story filled with fun, excitement, tears, love and magic.",Kunal Kohli,Saif Ali Khan,Rani Mukerji,Rishi Kapoor,Akshat Chopra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bewafaa,-2005,"Drama, Romance","Anjali sacrifices her love for Raja after her sister's death and marries her brother-in-law. Years later, she meets Raja and is torn between him and her loyalties.",Dharmesh Darshan,Anil Kapoor,Akshay Kumar,Kareena Kapoor,Sushmita Sen
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Aap Mujhe Achche Lagne Lage,-2002,"Action, Drama, Romance","The daughter of a rich criminal industrial tycoon falls in love with a college boy. The tycoon, what a surprise, objects...",Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar,Mukesh Tiwari
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sardaar Gabbar Singh,-2016,"Action, Comedy, Crime",A kingdom called Rathanpur was taken ruthlessly by a feudal lord named Bhairav Singh. The princess of that empire was in a hopeless situation until a maverick cop named Sardaar Gabbar Singh came along.,K.S. Ravindra,Kajal Aggarwal,Tisca Chopra,Pawan Kalyan,Sharad Kelkar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Andaaz,-2003,"Drama, Musical, Romance","Loyalty, Respect, commitment and love. What is Love? Loyalty, respect, commitment and friendship. Friendship and Love... Love and Friendship... So much in common, yet so different in emotion!",Raj Kanwar,Akshay Kumar,Lara Dutta,Priyanka Chopra Jonas,Rajeev Verma
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Laaga Chunari Mein Daag: Journey of a Woman,-2007,"Drama, Family, Romance",A small town girl lands in big bad Mumbai to earn an honest living but faces a confrontation she would've never dreamt of in her wildest dreams.,Pradeep Sarkar,Rani Mukerji,Jaya Bachchan,Konkona Sen Sharma,Kunal Kapoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Buddha in a Traffic Jam,-2016,"Crime, Thriller",Vikram Pandit (Arunoday Singh) a student of the Indian Institute of Business becomes the blue-eyed boy of Professor Jamshed Batki (Anupam Kher). Under Batki's influence Vikram starts public...                 »,Vivek Agnihotri,Aanchal Dwivedi,Mahie Gill,Pallavi Joshi,Anupam Kher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mitron,-2018,Comedy,"In order to bring stability in Jai's life, his father decides to get him married. However, fate has other plans.",Nitin Kakkar,Jackky Bhagnani,Kritika Kamra,Prateik,Perlene Bhersaina
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Love Story 2050,-2008,"Action, Adventure, Drama","With the help of his uncle, a man travels to the future to try and bring his girlfriend back to life.",Harry Baweja,Harman Baweja,Priyanka Chopra Jonas,Boman Irani,Archana Puran Singh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sadak,-1991,"Action, Drama, Romance","A taxi driver with a tragic past sees an opportunity for redemption when he encounters a woman sold into prostitution. Wanting to help her escape, he has to deal with the wrath of the brothel madam.",Mahesh Bhatt,Sanjay Dutt,Pooja Bhatt,Deepak Tijori,Sadashiv Amrapurkar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chashme Buddoor,-1981,"Comedy, Family, Romance","Two womanizing slackers, Omi and Jai (Rakesh Bedi and Ravi Baswani respectively) attempt to woo the new girl in the neighbourhood, and fail - miserably. Their third room-mate, shy, and a ...                 »",Sai Paranjape,Farooq Shaikh,Deepti Naval,Saeed Jaffrey,Rakesh Bedi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kidnap,-2008,"Action, Crime, Drama",A kidnapper has to settle a personal score with an influential businessman whose daughter he has kidnapped.,Sanjay Gadhvi,Sanjay Dutt,Imran Khan,Minissha Lamba,Vidya Malvade
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,3 Deewarein,-2003,"Crime, Drama","The story of a documentary movie-maker who films the reformation story of three hardened criminals within the prison walls - and in the process, finds redemption in her own life.",Nagesh Kukunoor,Naseeruddin Shah,Jackie Shroff,Juhi Chawla,Nagesh Kukunoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,No Problem,(I) (2010),"Action, Comedy, Crime","Bank robbers, diamond thieves, the homicide of a minister, a hyper wife are just some of the challenges faced by a bumbling senior police officer.",Anees Bazmee,Anil Kapoor,Sanjay Dutt,Akshaye Khanna,Sunil Shetty
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jodi No. 1,-2001,"Comedy, Romance","Partners in crime Jai and Veeru set their next target on a rich businessman, Rai Bahadur. Things turn hilarious when both of them fall for his daughters.",David Dhawan,Sanjay Dutt,Govinda,Twinkle Khanna,Monica Bedi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Vaah! Life Ho Toh Aisi!,-2005,"Comedy, Drama, Family",Adi Chachu faces a dilemma - and it's a big one! What if YOU were told by the God of Death himself you had only 15 minutes of life left? What would YOU do?!,Mahesh Manjrekar,Shahid Kapoor,Amrita Rao,Sanjay Dutt,Arshad Warsi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Notebook,(I) (2019),"Drama, Romance","An ex-army officer, Kabir, becomes a teacher in Kashmir in a school that is in a miserable condition. Things take a turn when Kabir finds a notebook, left behind by the previous year's teacher Firdaus (Pranutan Bahl).",Nitin Kakkar,Zaheer Iqbal,Pranutan Bahl,Mir Mohammed Mehroos,Mir Mohammed Zayan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tezz,-2012,"Action, Crime, Drama","To revenge his past, Aakash Rana plants bomb in a train endangering lives of 500 passengers.",Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal,Kangana Ranaut
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Judaai,-1997,"Comedy, Drama, Romance","In order to attain wealth and a luxurious life, a greedy wife sells her husband to a rich woman. However she realizes that with a luxurious life, she has to pay a heavy price for this decision.",Raj Kanwar,Anil Kapoor,Sridevi,Urmila Matondkar,Paresh Rawal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guddu,-1995,"Drama, Romance","When Guddu and Salina end up in a car accident, Salina loses her sight. Guddu soon finds out that he has a brain tumour, and decides to donate his eyes to Salina.",Prem Lalwani,Deepti Naval,Mukesh Khanna,Manisha Koirala,Shah Rukh Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Baazi,-1995,"Action, Thriller, Crime",A tough and honest police officer wages a one-man war against terrorists and a corrupt politician who have planned to assassinate the chief minister of the state.,Ashutosh Gowariker,Aamir Khan,Mamta Kulkarni,Paresh Rawal,Avtar Gill
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Khichdi: The Movie,-2010,"Comedy, Family","In order to immortalize his love, a groom decides to create conflict between his and his to-be bride's families.",Aatish Kapadia,Anang Desai,Supriya Pathak,Rajeev Mehta,Nimisha Vakharia
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Call,-2000,"Action, Drama, Romance",A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.,Rajkumar Santoshi,Anil Kapoor,Madhuri Dixit,Namrata Shirodkar,Om Puri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Laawaris,-1981,"Drama, Action, Musical","A man, abandoned as a baby and forced to live as an orphan, is unknowingly employed by his biological father.",Prakash Mehra,Amitabh Bachchan,Zeenat Aman,Rakhee Gulzar,Amjad Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chef,-2017,"Comedy, Drama, Family",Chef Roshan Kalra sets out to find the true source of happiness and reignite his passion for food while being more present in his son's life.,Raja Menon,Saif Ali Khan,Padmapriya,Svar Kamble,Chandan Roy Sanyal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kaadan,-2021,"Action, Drama, Fantasy",Kaadan is a true-blue animal film signifying a deep and strong bond between humans and animals.,Prabu Solomon,Raghu Babu,Rana Daggubati,Abudhar Al Hassan,Zoya Hussain
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kuch Naa Kaho,-2003,"Comedy, Drama, Romance","A man is coerced by his uncle to get married and assigns this task to his secretary. However the man falls for the secretary herself, who has a dark past.",Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah,Suhasini Mulay
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Indian,-2001,"Action, Crime, Drama","A brave Indian policeman named Raj beats up and then arrests a Muslim terrorist by the name of Khan. This gets him promoted, and he is congratulated by none other than his father-in-law, ...                 »",N. Maharajan,Sunny Deol,Shilpa Shetty Kundra,Raj Babbar,Danny Denzongpa
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Halla Bol,-2008,"Crime, Drama",A popular Bollywood actor witnesses a murder but refuses to come forward to identify the killer(s).,Rajkumar Santoshi,Ajay Devgn,Vidya Balan,Pankaj Kapur,Darshan Jariwala
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Pihu,-2016,"Drama, Thriller","The social thriller starring the two year baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.",Kapri Vinod,Rahul Bagga,Pihu Myra Vishwakarma,Prerna Vishwakarma,
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kaala Patthar,-1979,"Action, Drama, History",Inspired by a true mining tragedy the film is about people from all walks of life showing courage and character to fight the forces of nature.,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Shatrughan Sinha,Rakhee Gulzar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Qayamat: City Under Threat,-2003,"Action, Drama, Romance","CBI officer Akram seeks to nab three terrorists, Ali, Abbas and Laila, who have held 213 tourists as hostage in Elphinstone Jail. For this, he seeks help from Rachit, a former associate of the trio.",Harry Baweja,Ajay Devgn,Sunil Shetty,Sanjay Kapoor,Arbaaz Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Singh Saab the Great,-2013,"Action, Drama",A tax collector willing to reform the society with the thought of change instead of revenge tries to control himself while attempting to teach a lesson to the man responsible behind his wife's death.,Anil Sharma,Sunny Deol,Urvashi Rautela,Prakash Raj,Amrita Rao
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paanch,-2003,"Crime, Thriller","Four friends (Luke, Murgi, Joy and Pondy) wasted by youth and self destruction play together in a band along with a fifth female member (Shiuli). Luke the lead singer and self-imposed ...                 »",Anurag Kashyap,Kay Kay Menon,Aditya Srivastav,Joy Fernandes,Vijay Maurya
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"Main, Meri Patni... Aur Woh!",-2005,"Comedy, Drama, Romance","A short, nondescript man, Mithilesh Shukla marries a tall and beautiful woman. Now jealousy and Mithilesh's own insecurities threaten to wreck his happy home.",Chandan Arora,Rajpal Yadav,Rituparna Sengupta,Naseeruddin Shah,Kay Kay Menon
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,MP3: Mera Pehla Pehla Pyaar,-2007,"Comedy, Drama, Musical","Delhi-based Rohan Sood lives a wealthy lifestyle along with his businessman dad, Shekhar, and mom, Renu. He attends St. Lawrence High School and is friendly with Vasu, Sudhir and Javed, and...                 »",Robbie Grewal,Menekka Arora,Sarthak Bhasin,Sagar Chawla,Hazel Croney
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Game,(I) (2011),"Action, Crime, Drama","A wealthy man invites four people to his private island to blame three of them for his daughter's sudden death. The next morning, the wealthy man is found murdered.",Abhinay Deo,Abhishek Bachchan,Kangana Ranaut,Anupam Kher,Boman Irani
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jeet,-1996,"Action, Romance","A hitman working for a crime boss falls for a woman but she is married off to her childhood friend. Later, when the woman's and her husband's life comes under threat from the crime boss, the hitman becomes their protector.",Raj Kanwar,Sunny Deol,Karisma Kapoor,Salman Khan,Tabu
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Haunted - 3D,-2011,"Action, Fantasy, Horror",A realtor finds himself accompanied by two ghostly entities inside a mansion. He learns of a violent event that took place years ago and is sent back in time to prevent it from happening.,Vikram Bhatt,Mimoh Chakraborty,Tia Bajpai,Achint Kaur,Mohan Kapur
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Beyond the Clouds,-2017,"Drama, Family","A hedonistic teenager in Mumbai is busted for dealing drugs and goes to his estranged sister for help, but complications land her in jail.",Majid Majidi,Ishaan Khattar,Malavika Mohanan,Goutam Ghose,Sharada
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Karz,-1980,"Action, Musical, Romance",Ravi is killed by his wife after his marriage. He is reborn as Monty and is now a singer he goes to holiday in Ooty where he recollects his memories from previous life and inquires about his family from first life and his evil wife Kamini.,Subhash Ghai,Rishi Kapoor,Tina Ambani,Simi Garewal,Raj Kiran
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kaagaz Ke Phool,-1959,Romance,"Suresh Sinha, a famous director, discovers star potential in Shanti, a woman he stumbled into one rainy evening, and casts her as the lead in a film. In a twist of fate, Shanti becomes a superstar and Suresh faces a decline in his career.",Guru Dutt,Waheeda Rehman,Guru Dutt,Kumari Naaz,Johnny Walker
